ingreso_id,device_id,source,source_priority,match_type,serial_busqueda,serial_encontrado,fecha_fuente,factura,remito,deposito,os_access,confidence_hint,detalle,classification,conclusion_operativa
25221,25221,audit,3,PATCH,5536,5536,2026-02-05 09:49:42.960474-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-02-05 09:49:35.789266-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-02-05 09:49:31.977833-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-02-05 09:49:27.731056-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-02-05 09:49:25.363630-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,POST,5536,5536,2026-02-05 09:48:50.516081-03:00,,,,,baja,/api/quotes/25221/emitir/,,
25221,25221,audit,3,POST,5536,5536,2026-02-05 09:48:36.471652-03:00,,,,,baja,/api/quotes/25221/items/,,
25221,25221,audit,3,POST,5536,5536,2026-02-05 09:48:01.614289-03:00,,,,,baja,/api/quotes/25221/items/,,
25221,25221,audit,3,POST,5536,5536,2026-02-05 09:47:51.403804-03:00,,,,,baja,/api/quotes/25221/items/,,
25221,25221,audit,3,POST,5536,5536,2026-02-05 09:47:42.080869-03:00,,,,,baja,/api/quotes/25221/items/,,
25221,25221,audit,3,POST,5536,5536,2026-02-05 09:47:31.737244-03:00,,,,,baja,/api/quotes/25221/items/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 14:55:52.173110-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 11:49:40.128681-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 11:49:34.183578-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 11:49:33.218751-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 11:49:31.169469-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 11:49:22.427802-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 11:49:13.810346-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:58:24.021943-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:58:11.831173-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:58:10.623660-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:58:05.702311-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:57:46.150204-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:57:36.667566-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:56:59.959271-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:56:43.003241-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:54:56.413831-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:54:44.962412-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:54:41.254398-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:54:40.242362-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:54:24.884808-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:54:23.719322-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:54:21.184177-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2026-01-20 10:54:18.537818-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,audit,3,PATCH,5536,5536,2025-11-26 09:38:19.429945-03:00,,,,,baja,/api/ingresos/25221/,,
25221,25221,access_servicio,4,os_exact_serial,5536,5536,2023-09-29 00:00:00,,25221,,25221,baja,"Access coincide por OS y por número de serie. | Estado=1 | Comentarios=En el test abierto: Falla Flujo Ar+O2, célda de o2 y sensor proximal.                              En test cerrado: falla válvula exp",access_os_match,access_complementario
25222,25222,ingreso_events,3,entregado,6142,6142,2025-09-24 12:25:00-03:00,,,,,media,Cambio de estado,,
25222,25222,ingreso_events,3,ingresado,6142,6142,2025-09-15 14:11:13-03:00,,,,,media,CreaciÃ³n de ingreso,,
25222,25222,audit,3,devices,6142,6142,2026-02-05 10:54:34.255571-03:00,,,,,baja,propietario: Alejandro Ferrando,,
